127.0.0.1 - - [17/Oct/2021:16:13:50 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:13 +0900] "GET /myhome/list?start=10 HTTP/1.1" 200 3384
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:14 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:18 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:25 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:26 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:27 +0900] "GET /myhome/list HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:27 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:28 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:32 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:38 +0900] "GET /myhome/list HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:44 +0900] "GET /myhome/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:03:44 +0900] "GET /myhome/index HTTP/1.1" 200 1773
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:22 +0900] "GET /myhome/index HTTP/1.1" 200 1773
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:22 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 200 6238
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:26 +0900] "GET /myhome/loginForm HTTP/1.1" 200 1311
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:33 +0900] "GET /myhome/login?id=test01&password=test01123 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:34 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:34 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:41 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:41 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:04:42 +0900] "GET /myhome/list HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:25 +0900] "GET /myhome/list?start=5 HTTP/1.1" 200 4697
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:25 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:26 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:26 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:42 +0900] "GET /myhome/list?start=5 HTTP/1.1" 200 4697
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:42 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:43 +0900] "GET /myhome/list?start=10 HTTP/1.1" 200 3384
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:44 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:44 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:46 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:46 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:55 +0900] "GET /myhome/list HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:06:55 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:03 +0900] "GET /myhome/list?start=5 HTTP/1.1" 200 4697
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:03 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:36 +0900] "GET /myhome/list HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:36 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:39 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4031
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:41 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:43 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4031
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:43 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:45 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:46 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4031
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:48 +0900] "GET /myhome/list?start=16 HTTP/1.1" 200 2080
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:50 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4031
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:54 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4832
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:54 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:07:55 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4031
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:22 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:22 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:23 +0900] "GET /myhome/list HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:24 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 3974
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:25 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:28 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 3974
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:47 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:08:47 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:09:00 +0900] "GET /myhome/write HTTP/1.1" 200 2763
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:10:04 +0900] "GET /myhome/list HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:10:04 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:10:09 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 3974
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:10:10 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:11:09 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:11:09 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:11:10 +0900] "GET /myhome/list HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:11:18 +0900] "GET /myhome/index HTTP/1.1" 200 1875
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:37 +0900] "GET /myhome/list HTTP/1.1" 200 4774
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:37 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:39 +0900] "GET /myhome/view?seq=63&start=0 HTTP/1.1" 200 3328
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:46 +0900] "GET /myhome/index HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:49 +0900] "GET /myhome/list HTTP/1.1" 200 4774
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:49 +0900] "GET /myhome/index HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:21:50 +0900] "GET /myhome/index HTTP/1.1" 200 1877
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:22:49 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:22:50 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:22:51 +0900] "GET /myhome/list HTTP/1.1" 200 4774
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:22:53 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:23:00 +0900] "GET /myhome/list HTTP/1.1" 200 4774
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:23:01 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:23:01 +0900] "GET /myhome/list HTTP/1.1" 200 4774
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:23:03 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:03 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:03 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:05 +0900] "GET /myhome/view?seq=63&start=0 HTTP/1.1" 200 3328
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:20 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:21 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:23 +0900] "GET /myhome/view?seq=63&start=0 HTTP/1.1" 200 3335
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:41 +0900] "GET /myhome/writeComment?board_no=63&id=test01&content=%20li_list%20test HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:42 +0900] "GET /myhome/view?seq=63 HTTP/1.1" 200 3709
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:45 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:52 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:25:54 +0900] "GET /myhome/view?seq=63&start=0 HTTP/1.1" 200 3710
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:02 +0900] "GET /myhome/writeComment?board_no=63&id=test01&content=%20%EB%8C%93%EA%B8%80%EB%8B%AC%EA%B3%A0%20%EB%AA%A9%EB%A1%9D HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:02 +0900] "GET /myhome/view?seq=63 HTTP/1.1" 200 4180
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:04 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:06 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:07 +0900] "GET /myhome/view?seq=61&start=0 HTTP/1.1" 200 3533
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:09 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:14 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:17 +0900] "GET /myhome/view?seq=61&start=0 HTTP/1.1" 200 3533
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:35 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:39 +0900] "GET /myhome/myPage HTTP/1.1" 200 1106
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:39 +0900] "GET /myhome/resources/css/myPage.css?ver=2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:42 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:44 +0900] "GET /myhome/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:44 +0900] "GET /myhome/index HTTP/1.1" 200 1782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:45 +0900] "GET /myhome/loginForm HTTP/1.1" 200 1311
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:51 +0900] "GET /myhome/login?id=test01&password=test01123 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:52 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:55 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:55 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:26:56 +0900] "GET /myhome/view?seq=120&start=0 HTTP/1.1" 200 3613
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:03 +0900] "GET /myhome/writeComment?board_no=120&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:04 +0900] "GET /myhome/view?seq=120 HTTP/1.1" 200 3989
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:06 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:29 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:32 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:33 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:34 +0900] "GET /myhome/view?seq=120&start=0 HTTP/1.1" 200 3990
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:36 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:38 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:39 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:40 +0900] "GET /myhome/view?seq=21&start=0 HTTP/1.1" 200 3902
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:46 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:48 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:27:49 +0900] "GET /myhome/view?seq=7&start=0 HTTP/1.1" 200 3799
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:28:04 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:28:05 +0900] "GET /myhome/list HTTP/1.1" 200 4781
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:28:08 +0900] "GET /myhome/write HTTP/1.1" 200 2772
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:28:24 +0900] "POST /myhome/boardInsert HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:28:24 +0900] "GET /myhome/list?li_list=current HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:28:26 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 3587
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:29:58 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:29:58 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:29:58 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:30:00 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 3628
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:30:01 +0900] "GET /myhome/fileDownload?seq=121&filename=answer_4.txt HTTP/1.1" 200 2337
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:30:04 +0900] "GET /myhome/fileDownload?seq=121&filename=answer_4.txt HTTP/1.1" 200 2337
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:30:25 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:41 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:41 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:43 +0900] "GET /myhome/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:43 +0900] "GET /myhome/index HTTP/1.1" 200 1782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:44 +0900] "GET /myhome/loginForm HTTP/1.1" 200 1311
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:49 +0900] "GET /myhome/login?id=test01&password=test01123 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:50 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:53 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:40:56 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 3627
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:41:03 +0900] "GET /myhome/writeComment?board_no=121&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:41:04 +0900] "GET /myhome/view?seq=121 HTTP/1.1" 200 4004
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:41:06 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:41:59 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:42:52 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:42:52 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:42:53 +0900] "GET /myhome/view?seq=120&start=0 HTTP/1.1" 200 3989
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:42:54 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:42:58 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:42:59 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:48:50 +0900] "GET /myhome/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:48:51 +0900] "GET /myhome/index HTTP/1.1" 200 1782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:48:51 +0900] "GET /myhome/resources/css/basic.css?ver=4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:48:52 +0900] "GET /myhome/loginForm HTTP/1.1" 200 1311
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:48:57 +0900] "GET /myhome/login?id=test01&password=test01123 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:48:59 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:01 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:02 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 4005
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:11 +0900] "GET /myhome/writeComment?board_no=121&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D2 HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:11 +0900] "GET /myhome/view?seq=121 HTTP/1.1" 200 4471
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:13 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:19 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:19 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:21 +0900] "GET /myhome/view?seq=63&start=0 HTTP/1.1" 200 4181
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:22 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:24 +0900] "GET /myhome/view?seq=120&start=0 HTTP/1.1" 200 3990
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:34 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:35 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:36 +0900] "GET /myhome/view?seq=1&start=8 HTTP/1.1" 200 3540
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:38 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:39 +0900] "GET /myhome/view?seq=4&start=8 HTTP/1.1" 200 3320
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:41 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:44 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:47 +0900] "GET /myhome/view?seq=120&start=0 HTTP/1.1" 200 3990
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:53 +0900] "GET /myhome/writeComment?board_no=120&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D%20 HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:53 +0900] "GET /myhome/view?seq=120 HTTP/1.1" 200 4456
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:49:55 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:04 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3807
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:07 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:07 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:11 +0900] "GET /myhome/view?seq=8&start=0 HTTP/1.1" 200 8133
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:13 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:16 +0900] "GET /myhome/list?start=8 HTTP/1.1" 200 4307
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:18 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:20 +0900] "GET /myhome/view?seq=21&start=0 HTTP/1.1" 200 3902
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:22 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:24 +0900] "GET /myhome/index HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:25 +0900] "GET /myhome/list HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:44 +0900] "GET /myhome/view?seq=8&start=0 HTTP/1.1" 200 8133
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:47 +0900] "GET /myhome/list?start=0 HTTP/1.1" 200 4782
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:48 +0900] "GET /myhome/view?seq=121&start=0 HTTP/1.1" 200 4472
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:58 +0900] "GET /myhome/writeComment?board_no=121&id=test01&content=%20%EB%8C%93%EA%B8%80%20%EB%AA%A9%EB%A1%9D3 HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:50:59 +0900] "GET /myhome/view?seq=121 HTTP/1.1" 200 4938
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:51:04 +0900] "GET /myhome/list?start= HTTP/1.1" 500 3747
0:0:0:0:0:0:0:1 - - [17/Oct/2021:17:51:36 +0900] "GET /myhome/index HTTP/1.1" 200 1884
